,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
124,0,56,16,53210,9.0,14,36.0,1,7,7,7,3,3,3.0,4.0,3.0,3,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
125,0,30,4,54100,0.0,17,6.0,2,5,4,4,3,2,1.0,2.0,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False
126,0,41,6,27820,1.0,14,10.0,2,10,0,7,3,4,2.0,4.0,4.0,2,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
127,0,28,6,119570,1.0,13,10.0,2,10,1,8,3,3,3.0,3.0,3.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
128,0,52,21,33750,2.0,21,28.0,2,5,0,4,4,3,4.0,4.0,3.0,3,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
129,0,45,2,50980,3.0,14,8.0,4,2,0,2,3,3,4.0,3.0,2.0,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
130,0,52,10,48780,2.0,11,31.0,3,5,1,4,3,3,3.0,2.0,3.0,3,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
131,0,42,8,28370,2.0,13,19.0,0,5,0,2,3,3,3.0,3.0,3.0,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
132,0,30,20,24060,2.0,20,11.0,5,5,0,2,4,4,1.0,3.0,2.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
133,0,60,8,22690,5.0,18,33.0,4,29,11,10,1,3,2.0,3.0,3.0,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
134,0,46,15,41080,2.0,14,19.0,5,10,0,8,3,2,2.0,1.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
135,0,42,14,132060,0.0,13,7.0,2,6,0,4,3,4,3.0,3.0,4.0,2,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
136,0,38,2,49070,1.0,11,1.0,3,1,0,0,1,2,3.0,3.0,3.0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
137,0,40,21,34820,0.0,18,21.0,2,20,1,12,3,3,4.0,4.0,1.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
138,0,26,2,24360,1.0,24,3.0,2,3,0,2,4,3,4.0,4.0,2.0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
139,0,30,12,23800,4.0,18,9.0,2,5,1,4,3,4,2.0,4.0,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
140,0,29,6,194310,1.0,11,10.0,3,10,0,7,2,2,3.0,4.0,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
141,0,30,2,51310,0.0,15,10.0,2,9,7,8,3,3,4.0,1.0,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
142,0,57,2,63060,3.0,12,32.0,3,1,0,0,3,1,2.0,3.0,4.0,3,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
143,0,50,8,47870,0.0,12,28.0,3,27,15,7,2,3,3.0,2.0,2.0,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
144,0,30,8,188800,0.0,22,12.0,3,11,6,7,4,3,2.0,3.0,4.0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
145,0,60,13,23390,4.0,20,22.0,4,18,13,11,4,3,2.0,1.0,4.0,3,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
146,0,47,1,135700,5.0,16,20.0,2,5,0,4,3,2,3.0,2.0,2.0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
147,0,46,3,67120,6.0,21,26.0,3,3,0,1,4,3,1.0,2.0,3.0,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
148,0,35,12,54060,0.0,12,6.0,2,5,4,3,3,2,4.0,3.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
149,0,54,2,89380,7.0,11,19.0,2,1,0,0,2,4,2.0,4.0,4.0,3,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True
150,0,34,6,24390,3.0,11,14.0,2,7,5,7,3,3,4.0,4.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
151,0,46,2,88370,2.0,18,15.0,3,3,1,2,3,3,2.0,3.0,4.0,2,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
152,0,31,6,53430,1.0,14,13.0,3,13,0,8,1,3,4.0,4.0,4.0,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
153,0,30,2,48500,0.0,12,4.0,4,3,1,2,3,3,2.0,4.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
154,0,35,10,28090,4.0,23,10.0,2,8,0,0,4,3,3.0,4.0,3.0,1,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
155,0,42,2,29770,4.0,15,8.0,3,2,2,0,3,3,4.0,4.0,3.0,2,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
156,0,36,2,40250,1.0,11,10.0,3,10,9,7,3,3,1.0,3.0,4.0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
157,0,48,5,108540,2.0,14,14.0,6,9,6,7,2,4,4.0,3.0,3.0,2,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
158,0,55,1,120310,3.0,11,37.0,5,10,7,7,3,4,4.0,4.0,3.0,3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
159,0,41,2,99360,7.0,17,16.0,2,14,1,10,3,3,3.0,3.0,3.0,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
160,0,35,18,29660,9.0,18,15.0,2,11,6,9,3,4,2.0,4.0,4.0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
161,0,40,12,25710,7.0,14,22.0,1,20,5,13,3,2,4.0,4.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
162,0,39,10,99910,1.0,16,8.0,3,8,0,7,2,3,2.0,3.0,4.0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
163,0,31,1,61420,4.0,13,10.0,2,6,0,5,2,2,4.0,2.0,2.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
164,0,42,4,53900,1.0,14,10.0,3,10,5,8,3,4,1.0,3.0,4.0,2,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
165,0,45,2,44040,0.0,23,9.0,2,8,3,7,4,4,4.0,2.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
166,0,29,4,51300,4.0,11,8.0,3,3,1,2,3,4,1.0,4.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
167,0,33,13,20900,4.0,16,10.0,2,6,0,5,3,4,2.0,3.0,3.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
168,0,31,2,29090,9.0,14,10.0,2,5,0,1,1,3,4.0,4.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
169,0,40,1,30680,3.0,19,20.0,3,1,0,1,3,3,3.0,3.0,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
170,0,41,18,26700,2.0,15,10.0,2,8,0,7,2,3,2.0,4.0,4.0,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
171,0,26,7,26930,5.0,17,8.0,3,0,0,0,3,3,2.0,4.0,4.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
172,0,35,13,95260,1.0,15,5.0,2,5,0,3,3,3,4.0,3.0,4.0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
173,0,34,21,52370,1.0,19,10.0,3,10,5,7,2,4,3.0,3.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
174,0,37,6,41930,4.0,16,12.0,5,6,1,2,3,4,4.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
175,0,46,3,29110,5.0,13,28.0,3,2,1,2,3,2,4.0,4.0,4.0,2,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
176,0,41,19,26610,7.0,14,22.0,2,18,11,8,1,4,4.0,2.0,3.0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
177,0,37,6,20280,1.0,16,9.0,3,9,7,7,3,2,3.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
179,0,24,18,29350,0.0,14,3.0,5,2,2,1,3,3,4.0,3.0,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
180,0,38,4,154270,3.0,16,18.0,2,1,0,0,3,2,4.0,4.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
181,0,37,1,39440,6.0,11,8.0,3,6,4,3,3,2,1.0,4.0,4.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False
182,0,49,17,40110,1.0,18,31.0,2,31,0,9,3,4,2.0,2.0,3.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
183,0,24,1,34070,1.0,15,6.0,2,6,1,4,3,2,3.0,3.0,4.0,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
184,0,26,15,119940,1.0,14,6.0,6,5,1,4,3,3,3.0,4.0,4.0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
185,0,24,6,12320,1.0,12,1.0,4,1,0,0,3,4,4.0,4.0,3.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
186,0,50,2,29600,1.0,14,32.0,2,32,10,7,3,3,3.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
187,0,25,2,190940,1.0,16,7.0,3,7,0,6,3,4,2.0,3.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
188,0,34,5,102480,1.0,12,6.0,4,6,1,3,3,3,4.0,4.0,3.0,1,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
189,0,35,2,24960,4.0,17,9.0,3,3,0,2,3,3,3.0,4.0,4.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
190,0,31,1,64650,4.0,17,13.0,3,7,5,7,3,3,3.0,4.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
191,0,27,18,22060,0.0,14,6.0,4,5,0,3,3,4,4.0,4.0,3.0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
192,0,37,7,20860,4.0,14,17.0,3,3,1,0,3,3,3.0,4.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
193,0,20,14,22930,1.0,13,1.0,3,1,0,0,3,4,4.0,2.0,3.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
194,0,42,22,26450,1.0,15,10.0,5,10,2,2,3,3,4.0,3.0,3.0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
